,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],0.0007916349370792999,[-1.0],1.765152971637365,[0.5],4.066136028700616
kfold,[0.5],0.0011734269874709427,[1.0],2.1346092075075407,[0.5],6.033632359831124
