,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],1.1275397927454934e-13,[0.0],3.778707530470891e-08,[0.0],3.654061012651145e-07
kfold,[-1.0],0.016873277333976013,[1.0],18.859532848030533,[1.0],69.52070263580593
