c0,c1,c2,c3,c4,c5,rmse,kfold rmse
1.537638811463403,-9.74848080054335e-05,-2.5078538731555997e-08,0.9916649708218338,1.4694836799991955,0.0018344936874013576,13.81271839684981,13.794131495640537
