model,none,train,test,train+test
linear,13.704860510281437,13.253253473471801,12.010499690907281,4.02434806379903
poly2,13.70382777239675,13.252725483440429,12.0001581207954,4.001329781363315
poly3,13.703870813524684,13.251866088606953,11.99759394683492,3.994178830501578
exp,13.70527488181853,13.254251161901212,11.99926680143978,4.0016611026606
log,13.710911164204692,13.256490778926935,11.993745820396015,4.00490029528291
power,13.707461928296258,13.256500651826233,11.983758752427084,3.973053966724733
hmult,13.711324165484342,13.259089662840505,12.018363581124015,4.127448165380275
