model,pareto,rawlsian,gov-1k-flores,gov-1k-bible,gov-1k-gov,gov-10k-flores,gov-10k-bible,gov-10k-gov,gov-25k-flores,gov-25k-bible,gov-25k-gov,gov-50k-flores,gov-50k-bible,gov-50k-gov,bible-1k-flores,bible-1k-bible,bible-1k-gov,bible-10k-flores,bible-10k-bible,bible-10k-gov,bible-25k-flores,bible-25k-bible,bible-25k-gov
linear,True,False,2.2936059480019244,0.8178293902312019,3.03834208226464,3.5283166339256438,1.29575399810918,2.926013996377722,4.000300777034247,1.462427488405832,3.5530372024619843,2.4750958021121257,0.9677532199719396,5.226176532703357,0.5697336662923013,3.010974767900234,0.3965578314221279,0.8492916021948949,3.5875752060493604,0.7083020037383196,0.8759935036427823,3.771185288687935,0.8187134686799185
poly2,True,True,2.293344819208152,0.8176020139304588,2.986259915092993,3.5319265302975813,1.2934787843980025,2.915932780035466,3.998904456418772,1.4631226927245984,3.5553539772556086,2.2502297351617018,0.9732950720004152,5.118194321430476,0.5673617222963454,3.0316613786906945,0.3987994056903773,0.8510699350248225,3.5890929866334496,0.7012678565575772,0.8734487326014719,3.771149501409708,0.8177849436321962
poly3,True,False,2.2921160298755217,0.8195443044405275,2.998199776786701,3.5257752834192964,1.2947716523110036,2.955448111403588,4.017277546663864,1.4634960456899735,3.561571973288425,2.4345936871406697,0.9695667507104916,5.283043479557388,0.5692680582707386,3.006497823439691,0.3972490181131977,0.8447234840854463,3.581861006992672,0.7005134508912925,0.8749858479481976,3.761310503544712,0.8186262564566782
exp,True,False,2.3365873662519165,0.8185843288633142,2.963050273194769,3.528995092521555,1.3023715818235684,2.8892100188273746,4.011639957762188,1.4769365711461415,3.522636974023936,3.3428170681679568,0.9739197815238716,5.6864207944353895,0.5678601247797046,3.0663027420332094,0.3971760034791656,0.8490739135114176,3.6061778449391233,0.7038873011907895,0.8756128316041926,3.801963583544901,0.8184819573003252
log,True,False,2.338593636427145,0.8168781585596937,3.1012359622841985,3.4945851575661253,1.2901046765109565,3.040925995591756,3.97990803426291,1.476458751040956,3.648063644947692,2.083618600175966,0.7372642898927827,5.465882581365246,0.5764185666267939,3.043657623417128,0.3971140097261575,0.8501862696605821,3.567528310902359,0.7061898169835478,0.8785623846173897,3.7508191019282777,0.8208165259314153
power,True,False,2.3838903113990555,0.818372984561465,2.9882214885271297,3.501441322971853,1.3033432969189414,2.923305367052253,4.003233832057656,1.4841111102127134,3.550232601584638,1.045559387813571,0.5086916427890253,22.91373948498065,0.5683120554024845,3.0877047469741217,0.397164200666004,0.8585781163924079,3.617142880355123,0.7031567782097959,0.889330347685808,3.811435600448333,0.8192189413315818
hmult,True,False,2.396382530454782,0.8174370930278547,3.82967284132462,3.5319313758536475,1.3018687695529705,3.8389788974471726,4.032433869280966,1.481157143597955,4.559826867721389,2.2122355023638653,0.5168733480843491,30.73484104611705,0.5592317755785284,3.1755615384132225,0.3987216682462641,0.8535481029610551,3.6815226428140257,0.7031954871494405,0.888897591170038,3.857338244031772,0.819340159904398
