train set,train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,flores,4.550250612342755,-1.804673320496519e-05,-9.100800246475324e-09,2.2204672042357965,2.2804743579955185
gov,1,bible,0.7700023023024967,-4.4459949849431985e-08,8.671025694419306e-09,0.7950470246851793,0.8189172536147973
gov,1,gov,4.962422704575881,20.775141264595113,1.456604977708326e-07,3.4037712017314306,3.5973686398112448
gov,10,flores,18.01940925764045,-3.852560053397943e-09,-13.353116834237948,2.914485641193701,3.056471681730288
gov,10,bible,1.9884293198653809,1.4089665551184806e-05,-9.230537715306698e-09,1.2574019896729405,1.2816966597564945
gov,10,gov,18.360259030188853,1.3725669198914155e-08,35.047421112496046,1.6221401590842286,2.072926735395055
gov,25,flores,21.55684004626532,-8.108140794937485e-09,-15.700861404249748,3.3203511458224733,3.4814537723310637
gov,25,bible,2.4499534734660715,-3.104924084718623e-07,-5.4752804038172e-09,1.4193324655286874,1.445310059286373
gov,25,gov,18.6034975687866,1.2811976109943864e-07,42.71068112305714,1.849775035107995,2.3823769426945125
gov,50,flores,24.67742228245289,-9.232227853735746e-09,-21.74661383571069,1.838642667207302,3.1572877387713487
gov,50,bible,2.668466984492508,-7.501498753977518e-09,-1.1335315304520732,0.7625555507569279,0.9020188467728065
gov,50,gov,20.291060951345717,1.045825581560984e-08,45.16958642646325,1.6899003850435534,3.5542932903080438
bible,1,flores,1.0730226121419202,-3.1455009981559243e-10,0.006127617569892435,0.5511081518430148,0.567874280898496
bible,1,bible,9.817559094686326,-1.1356389742605974e-10,15.321079265138252,2.6170021269413453,2.9439240160866538
bible,1,gov,0.6227015971960868,-3.826274868356005e-10,0.00017507188102551096,0.3830163012630509,0.3977678872840785
bible,10,flores,2.2300072720400466,3.803286086771324e-07,9.633703403275159e-09,0.8246813075329165,0.847042876101737
bible,10,bible,15.986912009501221,3.788236094226352e-10,24.858669717043156,2.6455153855072524,3.1402867347586207
bible,10,gov,1.252515224988561,-3.91519557684842e-10,1.804416672753908e-06,0.6828285413383086,0.7048996325446534
bible,25,flores,2.5725130638135862,-1.5759588315566372e-09,-4.6382481195167727e-07,0.850796688816942,0.8756290033409954
bible,25,bible,19.549868862694186,2.319380851110916e-09,26.045984187251804,2.7891323025900285,3.2888706478725203
bible,25,gov,1.4299888591774297,-6.468640788229626e-09,-1.3083171433222383e-08,0.7950478692373238,0.8183909586315252
