language to,c0,"c1,1","c1,2",rmse,kfold rmse
ka,33.79010406024103,-70.37929269780524,15.208736750814682,4.383742043893945,4.396539690817032
gu,30.224788489180817,-14.96838769363175,-62.2890728963754,5.394799208319476,5.407418168004821
hi,37.51908404079833,-66.01546574244944,3.7244475264515677,4.6589968487298705,4.678011025760038
si,61.99739581947157,-222.61615177007167,213.51741560636694,4.248049858603122,4.263491723818048
ta,45.20434958886718,-153.18145224877492,142.75254622728096,4.636422840415017,4.655305597516509
