model,pareto,rawlsian,gov,bible
linear,False,False,14.496130534742742,12.032191844463863
poly2,False,False,14.496158581337848,12.032014119086265
poly3,False,False,14.50768455423978,12.032182738218884
exp,True,False,14.4960919319003,12.0298445453336
log,False,False,14.496075377358345,12.032209975416258
power,False,False,14.49604055702846,12.03227943249175
hmult,True,True,14.492566372575713,12.030579493787137
