train set,language to,c0,c1,rmse,kfold rmse
gov,ka,5.818821909114378,0.3449752062204715,10.922058523852282,11.144281190230867
gov,gu,11.042613590496469,0.2032334127047082,11.697782841016696,11.9249992356143
gov,hi,9.928661378792446,0.18733413724225056,11.922275516809922,12.112100183483083
gov,si,9.631245009362283,0.2136013400169219,17.40863866034292,17.654920076560607
gov,ta,8.115488934959041,0.21035616569672685,14.364407785947149,14.579622845543634
bible,ka,4.493438798511064,0.2698291252701201,10.046425494700214,10.327417148419913
bible,gu,6.490258739587115,0.19204690068213226,9.895625725410165,10.075893387796565
bible,hi,6.993192828251789,0.17898749469024228,11.788529275732326,12.000468548412039
bible,si,7.646423808772913,0.18843033786409494,14.671065094243179,14.929492820881032
bible,ta,5.776593148415181,0.21511801465917285,11.589864022511179,11.798990902382863
