c0,"c1,1","c1,2","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
25.283685302939094,18.638354507647115,-9.841014682001937,25.167075901477,-373.0667154487793,409.4454853441753,7.794100628028406,-42.155453020330995,10.840274461517613,-0.57683220012814,-41.143505051202744,20.38614521524702,4.21390851919968,4.307494527467577
