train set,test set,c0,c1,rmse,kfold rmse
gov,flores,10.850174551445551,-1.198502866781669e-08,5.2032291594935485,5.228153402490671
gov,bible,1.821951840683419,-3.7121194337297433e-09,1.318651680625662,1.32404931015567
gov,gov,3.7943303574129855e-08,67.49217814957836,9.491164409799214,9.57345645535731
bible,flores,1.9566699449993132,-1.4209366937826347e-09,0.9908524416476858,0.9953959092025755
bible,bible,25.423985786161296,1.3944160763519675e-07,7.113770031116589,7.115248415379543
bible,gov,0.9988408405089739,-7.257833253156657e-10,0.7507724300564776,0.7477740735381515
