train set,train set size,c0,c1,rmse,kfold rmse
gov,1,2.5630716107236116,2.2233253093949594,8.34708646110456,8.511196644146926
gov,10,5.823180744834948,2.007335066871068,14.418657792298,14.483851066469244
gov,25,6.837101690506761,1.9600571503445043,15.83628164242325,15.881775438038286
gov,50,8.281483405428723,1.6982484192402953,17.736702635238508,17.95877731253619
bible,1,2.4688421685694073,1.4977549044802745,7.973176026037325,7.916124385945623
bible,10,3.665356808800504,1.9599043974717625,12.606203932314981,12.627145183702835
bible,25,4.207904091752848,1.9922074263057439,14.442060719410373,14.483677693691913
