test set,language to,c0,c1,rmse,kfold rmse
flores,ka,9.954075880657175,2.174268977478307,4.542847041553136,4.755717706712139
flores,gu,13.683696401727143,2.2368409130955724,6.083147900668283,6.408150549447534
flores,hi,14.050046224110606,2.771721822806204,5.657563161128719,5.831769318707593
flores,si,9.257396180597363,1.914985931815112,3.609968573039546,3.7181066325738508
flores,ta,8.077607136312325,1.781548407445623,2.863951693579917,2.9546282950171556
bible,ka,16.903151192815066,2.6967857006887024,10.596513411383949,11.186115153914136
bible,gu,18.2034383470429,2.2785533734493533,9.99457507724496,10.596730387235054
bible,hi,13.820500521219017,0.5505992200392176,12.268698525724856,12.733017836622409
bible,si,14.606438306247986,0.33348249524909257,15.795822986308321,16.36825666673305
bible,ta,12.120654721668974,0.5024124528443998,12.501250112835741,12.942556130139804
gov,ka,20.823312303360716,3.6880763135407784,13.368272473854162,14.045934549219133
gov,gu,22.392530464041638,2.6675201101764303,14.984593654070451,15.890453550481418
gov,hi,26.518091376261065,4.563975289520751,14.00554187716458,14.49313106359807
gov,si,35.188543826693696,6.783999619845955,18.692571632063906,19.29795578706912
gov,ta,28.742503843084567,5.301824906911716,15.5674992529787,16.09497994596186
