train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,2.4845571592695332,0.0438149728247996,-5.2052647199523195e-09,2.051921025867633,1.6625492980114527,8.966349707738562,9.206589720908232
1,gov,2.9494913387516393,6.5076608847718625e-06,-1.2183695892954376e-09,2.3980220299598436,1.9016956409082095,10.13001627816905,9.734183275926782
10,flores,1.8139460230189703,-2.2072115655519786e-09,0.11715996832451538,1.5111011552000089,1.2385412361089343,6.070244326284261,5.7313946806699425
10,bible,2.951809612012082,1.0620935012580258e-08,1.49033038618445e-05,5.847871603184766,4.6205388517035715,13.365025212884689,13.78538294154867
10,gov,6.539631743303357,-2.0135181172769787e-09,-0.0006885721351387215,5.337656925487072,4.255849238357681,17.213041914822437,16.96788018462837
25,flores,2.344728001861721,-2.1501870778626735e-09,8.041922508898836e-05,1.9441841620303109,1.583695537878083,7.133055948894986,6.906464935691936
25,bible,5.157575290415905,1.847681924673043,1.0369166484183383e-10,4.626109316028386,4.147826828714879,15.240923684286232,15.477635848583327
25,gov,7.473897291770486,-3.6728626045380006e-09,-0.0011911567611359033,6.045798099432367,4.760489149737214,19.07102057294704,18.90199900636697
50,flores,4.926898110969747,-1.460097051542275e-09,-0.0019146272795240442,3.96864746065394,3.1062169651636835,4.687487801759921,3.869466643476556
50,bible,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,27.622985227481337,0.0030990760731071706,0.0004506525332811226,13.099470410720038,-3.544597800678522e-10,6.030177618217038,6.227464399447358
