train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,13.158557699003698,-4.091767574019433e-09,-0.0010719382575934853,14.61514600164607,14.80293143827618
bible,6.326379358097951,-2.82848089797556e-09,0.039183776278417015,12.437127227286522,12.363997117757755
