c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
1.9820372602571263,0.4611678250098645,-0.004675692869832914,-3.6940803250110155,1.192519073451661,0.9524185509311895,0.8807864578408608,1.4286538451091113,1.5917292257038607,0.66674464372031,12.978566293074552,12.98349858172281
