train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.5249951466903044,-11.113620215196379,2.1105094171887693,2.1370416042047156
1,bible,6.300001414018133,-12.417671779685959,8.297831041904924,8.421478629274905
1,gov,7.074993958215169,-13.21677919817645,9.510665066125254,9.652681405167437
10,flores,4.575000139603554,-11.822213747361186,5.25682889202227,5.33293438951188
10,bible,12.299980221642318,-12.069379388545693,13.017270579253427,13.21022334736566
10,gov,15.750055747951743,-10.839682545701473,16.91407205065438,17.138961069090065
25,flores,5.849998181009363,-12.331790278141062,6.3417531750561995,6.43363207790406
25,bible,14.624986814620222,-11.912862172390476,14.849918630531427,15.059954880497306
25,gov,17.574974587867892,-11.684762818046027,18.786610923749844,19.03423151052098
50,flores,10.300001330468127,-15.917692540104476,2.735263546107991,3.7916013349226407
50,bible,0.6000017307273741,-5.838842584785286,0.7756717518842374,1.035618988657136
50,gov,39.799998485819344,-11.331805839634589,5.225578117940239,6.431566023891839
