language to,c0,c1,"c2,1","c2,2","c2,3",rmse,kfold rmse
ka,9.019235032975285,16.077767830234777,193.09137644077686,-934.3018175649012,999.6031234145569,3.9194429235270745,4.028288659406747
gu,-8.807373156833593,14.217388951103654,453.4386165862025,-1714.7707224473174,1677.3275715442846,2.928959595781805,3.0138509652206276
hi,16.657710284212417,8.373256180584413,176.32905794346246,-873.5951598032201,904.7785380230275,2.943266871075604,3.03219957305238
si,81.75176902498863,6.029364623401808,-509.49321751942995,1136.8512519378505,-870.1262334104563,2.3258284178445523,2.359435411259347
ta,47.466241415124735,7.900416413721104,-226.26116533211095,392.4823631344723,-257.46014772354175,3.370574276140645,3.452175631898683
