language to,c0,c1,rmse,kfold rmse
ka,2.722672618075082,-1.0191711506597314,6.00689147848939,6.032821015952795
gu,6.1831300082194804,-0.6822364140296489,7.2596780306308615,7.28682061522192
hi,4.526600116072542,-0.8623563616675091,6.223417709084302,6.25333519537253
si,2.355098889174714,-1.2929285308891485,3.360046739481339,3.3742630979176385
ta,2.397003014845957,-1.1210808362854487,4.4801601102414015,4.50354753366802
