c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
9.65673961117705,4.068267488197306,-21.872619919150964,4.954774827703842,-0.1825785520714628,-21.666218036490537,10.383549595990283,13.623087260207337,13.642857431634786
