model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,True,False,5.781878613659156,2.271685619876913,10.21039838513541,2.237409216035368,7.574567182728875,1.3576941236277535
poly2,True,False,5.783377911853893,2.271685619876913,10.275252235835138,2.237409216035368,7.574743267473744,1.3576941236277535
poly3,True,True,5.784005853703631,2.271685619876913,10.204795992750729,2.237409216035368,7.496522990422908,1.3576941236277535
exp,True,False,5.68036694759516,2.271685619876913,10.52804827535954,2.237409216035368,7.54185870893483,1.3576941236277535
log,True,False,5.58533878765514,2.271685619876913,10.21253355594004,2.237409216035368,7.568438514116256,1.3576941236277535
power,True,False,5.021450583150806,2.271685619876913,11.16860536951684,2.237409216035368,8.614935961308145,1.3576941236277535
hmult,True,False,5.179094952350115,1.568615808780326,11.236590653139238,1.4116184564770562,8.80627111981457,0.7505553499465134
