model,mean,min,25%,50%,75%,max
linear,4.905605523510578,1.3576941236277535,2.245978316995754,4.026782116768034,7.126395040461445,10.21039838513541
poly2,4.916693729117134,1.3576941236277535,2.245978316995754,4.027531765865403,7.126901928568781,10.275252235835138
poly3,4.89201896606955,1.3576941236277535,2.245978316995754,4.0278457367902725,7.068393706243088,10.204795992750729
exp,4.936177148571594,1.3576941236277535,2.245978316995754,3.9760262837360365,7.0764857685999125,10.52804827535954
log,4.872183302875245,1.3576941236277535,2.245978316995754,3.9285122037660267,7.072663582500977,10.21253355594004
power,5.111963478919304,1.3576941236277535,2.245978316995754,3.6465681015138594,7.71656461676881,11.16860536951684
hybrid_mult,4.82545772341797,0.7505553499465134,1.4508677945528736,3.3738553805652205,7.899477077948456,11.236590653139238
