train set,train set size,test set,c0,c1,c2,c3,c4,c5,rmse,kfold rmse
gov,1,flores,21.887128562085167,-31.326329385977985,0.0,0.0,0.0,0.0,1.9737949649996351,2.0335787266798837
gov,1,bible,4.820531091898298,-7.249437327562631,0.0,0.0,0.0,0.0,0.7578423235364485,0.7828169184858692
gov,1,gov,0.9333524413927299,32.992618374065074,0.0,0.0,0.0,0.0,3.5889537871950843,3.9817707036628653
gov,10,flores,55.54063517616521,-79.19073933697004,0.0,0.0,0.0,0.0,2.288804909308514,2.4181108163835066
gov,10,bible,14.424252581538052,-22.441733932160137,0.0,0.0,0.0,0.0,1.0241205255052421,1.0266276935104697
gov,10,gov,5.230280131423349,53.511357296339135,0.0,0.0,0.0,0.0,3.3308978050634033,5.24577633137732
gov,25,flores,61.95745699595877,-86.39721428586145,0.0,0.0,0.0,0.0,2.7015532787749974,2.8835864939817153
gov,25,bible,14.63349318562426,-21.987330248090434,0.0,0.0,0.0,0.0,1.2261860522048644,1.2271480807127972
gov,25,gov,5.540664909402885,59.87119824091247,0.0,0.0,0.0,0.0,4.011413250800871,6.527267402984018
gov,50,flores,60.60056803202241,-82.89726318222253,0.0,0.0,0.0,0.0,1.0196102592430365,2.135387101922851
gov,50,bible,13.23963564642851,-19.782490196368595,0.0,0.0,0.0,0.0,0.39488709655424375,0.827018762217415
gov,50,gov,11.382827562667593,55.294841587470586,0.0,0.0,0.0,0.0,4.872944419615867,10.205490398907585
bible,1,flores,4.0558531413093,-5.32011427864303,0.0,0.0,0.0,0.0,0.5213768453021508,0.5242394427409317
bible,1,bible,11.330961203385595,10.309214269137362,0.0,0.0,0.0,0.0,3.040691685806121,3.551245115947845
bible,1,gov,3.96678759040474,-6.02853411450243,0.0,0.0,0.0,0.0,0.3289000648034453,0.33019616494746595
bible,10,flores,7.393518677803579,-9.266303560313556,0.0,0.0,0.0,0.0,0.7663397004301244,0.8134242310408414
bible,10,bible,15.837681021363709,21.38720515039006,0.0,0.0,0.0,0.0,3.5101568615340435,4.437377888111132
bible,10,gov,6.92367739321191,-10.190770537733606,0.0,0.0,0.0,0.0,0.5956408677271371,0.6018261184907479
bible,25,flores,7.567798155351753,-8.96599735364507,0.0,0.0,0.0,0.0,0.7981589934850384,0.8250810745834256
bible,25,bible,17.68340436112564,25.50846305960591,0.0,0.0,0.0,0.0,3.6455461564860636,4.409525848028797
bible,25,gov,7.008419425059082,-10.018152284399344,0.0,0.0,0.0,0.0,0.7239087782645447,0.7551547778166459
