c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-8.381019712168056,32.655641245990985,-59.515775728133875,36.40334249733796,-18.378942017699767,10.698962874174677,4.2714089159193405,-2.2892828726701513,0.05454735908644186,-24.998525090184938,-0.8488957531189942,4.597791775880039,4.681633928436136
