train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,flores,0.016535380259860528,-0.04762402841794317,-2.59759260633403,5.016401001705326,-9.43056467645752,-6.739292534771506,-4.591068308255468,2.0314232036495214,2.134005659625732
1,bible,4.498344642118183,3.831959313114745,3.3244225351452323,5.473562745747514,5.327584160223296,-4.446264875408526,1.387118316941243,8.270346740457132,8.590767841431894
1,gov,5.564327554338787,3.028346452892518,5.915171027658477,1.7221665071585786,11.046086632931056,-3.975257328621938,13.753525226508843,9.443222763210443,9.858131638330082
10,flores,0.11047402525880204,63.465786662162685,21.38331033934149,-2.8868153593984167,-5.943604953054672,-17.63548462352817,-3.539579420017982,4.971619454670755,5.277818088480975
10,bible,4.50655703673535,3.3498417762815516,3.0136978242461923,-0.21839323844569436,3.751121591245192,-4.155251118436303,1.3880864093367642,12.986664879836097,13.477877746142923
10,gov,11.208840951148026,3.713112919892584,4.536161574493381,22.060280063280924,3.856591765456414,-1.5217529305209012,2.296903801018605,16.84885130150995,17.47937875329364
25,flores,0.15216539783048824,2.015134038731174,0.3332347487859847,-2.713262592461219,-5.547525616116788,-14.2563671447365,-3.4067906185083436,6.039412223099459,6.400293623974372
25,bible,5.341517285719578,3.4498951769647133,2.9473641443771865,-0.19161337807225223,3.9973891326207918,-3.5511511086789342,1.3106517480207274,14.818593693859237,15.373878938882626
25,gov,13.177580991424978,4.141162988899774,5.271204264122177,21.835539562446666,3.7444042301142892,-1.4129266927428568,2.9129034601427386,18.702993171444312,19.386698646080326
50,flores,0.9443159716280742,-2.2556144261345734,-0.3852105416814451,-1.7202183631336851,-3.4269436790152414,0.0678935647112464,0.5177851438769854,3.8889323215446017e-07,2.1598736513648995
50,bible,0.07189458099069072,-4.121320912833632,-1.3355842057364053,-1.4914954662941289,-5.670675883445443,-0.41439332883089425,-0.23189538532571263,1.4154916079703783e-06,0.6547466105408536
50,gov,27.601521853266146,3.124312283273059,32.89687252941393,30.619879233388833,3.6237220976142335,-1.1239178407882269,49.58104581603892,1.3368898431062444,10.156553512425143
