c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
0.5169075913172516,-1.5125532351760875,0.08254594970819713,-0.0010416903118137817,-13.100439448144842,0.32682285954636225,0.2044313177733735,0.12682788655645366,0.24766213745732713,0.11872879535258056,0.056949127435600884,0.23610805770728432,0.10878578305630925,0.05075366846227205,0.3881905180348081,0.2963635884804476,0.22898293789490065,0.3748155564971294,0.24693281918999768,0.13183632809326384,0.1571522551207478,0.04797758161582883,0.014726024636837306,7.605254389771906,5.995733682400841
