c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
3.134498037961981,0.02496044723728934,-6.828746454605721e-05,-0.0026043134299805603,1.048467699644142,-4.289889921912286e-09,0.001493651613252999,2.609623220055235,2.1372340442947872,1.712086577005674,14.083457061995302,14.162167560602283
