train set,train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,1,flores,23.61290106253691,4.513139449553732,-17.112178657659506,-15.580860817513601,-14.884484546410144,0.8944271909999157,0.8954204474869621
gov,1,bible,6.604387999371426,2.0935419697411124,-2.680811563021636,-10.683190702196931,-9.024013282575805,0.25298221281347033,0.25298221281347033
gov,1,gov,43.155648755563206,7.8617291766888355,-29.664067987745412,-6.7693080096812395,-17.47241712896849,2.515750385074004,2.643440518657239
gov,10,flores,31.08524810494229,14.239901290819978,-20.126263837282785,-28.53516575782908,-27.092620345927248,2.2400892839349065,2.2942197899165286
gov,10,bible,10.307050706124613,3.981545173888552,-6.306076407310098,-12.523030257436922,-11.395671060802087,0.7000000000000001,0.7038781460199256
gov,10,gov,38.86625999405058,12.466976870458236,-29.193145721133,23.891134997136817,6.584092861149342,3.2140317359976405,3.2429581831682586
gov,25,flores,38.9438099115065,11.182689343401814,-19.306678601770876,-35.44895380990189,-31.501494557343975,2.439877046082445,2.5006887940011775
gov,25,bible,11.588848782719019,5.375491070606158,-7.302890037161298,-14.941790594291652,-13.654584865294725,0.7382411530116701,0.7394442357458597
gov,25,gov,47.593719943926615,6.465801441395931,-29.718842863903596,24.804375291718827,12.422321011828325,3.8400520829801263,3.861994303465511
gov,50,flores,27.783039552345414,-3.0068566183523315,-21.312180727175363,15.573632626036519,10.040904642305348,2.735263546107882,2.735263546107882
gov,50,bible,4.88741772623338,-0.38015566010667173,-4.273602274747924,2.7899457449154044,1.5647619488105269,0.7756717518813396,0.7756717518813396
gov,50,gov,29.88312592086746,21.323223705720597,-23.328012476686855,23.991120200157024,20.782592312735574,5.225578117937445,5.225578117937445
bible,1,flores,5.115689004408609,2.0309493732319734,-3.7004996701210624,-4.977475793862936,-5.032177437338507,0.21984843263788198,0.2362907813126304
bible,1,bible,35.379794063598496,-7.429795661739642,-26.615897020131555,24.967741939945995,18.617511514338016,1.4433756729740645,1.8484227488556542
bible,1,gov,3.6589632914998442,0.7728247147639978,-2.5120130077638656,-2.782020824693969,-3.1685416788634218,0.17320508075688773,0.17320508075688773
bible,10,flores,8.160906119746805,2.804484254203627,-3.5813075101764147,-10.490483411852987,-9.299309369080538,0.23804761428476168,0.24494897427874673
bible,10,bible,35.60949814915937,-2.7677634014610177,-28.543282420283674,41.38402809008367,28.737102728447706,1.949786313078094,2.1219095173923708
bible,10,gov,5.920950703381582,2.8656276379949666,-4.402961914734192,-6.5294291554137445,-6.386529777980384,0.2901149197588202,0.2915475947422662
bible,25,flores,8.060871183146643,3.2467466531629676,-3.0246035016686434,-11.400916952080761,-10.141547211306614,0.291547594742265,0.292308816911917
bible,25,bible,37.324077295971094,-2.931996088228883,-28.193686269354572,45.38436285941037,33.73662448654967,2.2210357943986407,2.248110317577906
bible,25,gov,7.455066745713829,2.1250955867907257,-3.486892414283389,-9.62740785775971,-8.389417344471582,0.291547594742265,0.2923088169119914
