model,mean,min,25%,50%,75%,max
linear,3.6133551386579215,0.4282270750256177,0.7169419665935246,2.5986001152871108,5.980039735839597,8.857794666628267
poly2,3.6133545436880063,0.4282326305541839,0.7169414621197603,2.598599970394838,5.980044926371596,8.857779486392262
poly3,3.6133542644327363,0.4282197796745698,0.7169435164185474,2.5986014168060736,5.980059096033324,8.857767101244587
exp,3.614074253316607,0.4282239573813711,0.7192553226795317,2.5992103922739336,5.980354179264975,8.857795036893686
log,3.613354352984439,0.4282245537966208,0.7169425820174408,2.598602275378863,5.980045560475022,8.857781006948247
power,3.6530840220672016,0.4526936840601482,0.7205242076144962,2.595108668419993,6.086459945713804,8.929686686012005
mult,3.6137185447052365,0.4303908530352026,0.7169462642110485,2.598604167065864,5.980050707509738,8.857785563480682
hmult,3.6133556821283697,0.4282240827015928,0.7169421220134528,2.5985991944596796,5.980048187845016,8.857790670977758
am,4.077630282041176,0.7054636979667825,1.0396631658805833,3.0195945554448396,6.569778445654016,9.588269771641023
gm,4.071310049776741,0.7068181427346405,1.0403895032605448,3.0293609800182653,6.562188590843844,9.545123390428936
hm,4.051595634785472,0.6941390501188699,1.0268975659084032,3.000517698542657,6.540363253833991,9.52506340088056
