c0,c1,c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
422.04152746076534,0.028435448280100903,-3.5064613644538425,-165.60139030806187,-26.688854007719897,20.340243353028463,-165.36929004942542,-38.245789466696074,2.072227010216218,-31.637828952252335,69.0895131087716,67.79413450061956,-139.4182243613041,48.599546921376046,130.42943502720487,-279.40257419896136,-64.18493078572469,129.52274141507135,-12.453964212118372,53.49612658255084,38.935783217689576,12.959754323131746,12.989974925328923
