language to,c0,c1,rmse,kfold rmse
ka,31.350054659390047,-60.16080744695326,5.127407358348294,5.127737080761252
gu,36.153992435708226,-63.44089719677268,5.236136870306576,5.236619839686142
hi,38.50717211144528,-70.89660210105839,4.270334429408006,4.286644805701128
si,46.24592130870558,-83.2924397283286,5.551017419594495,5.5549880587430565
ta,36.350301000234225,-65.17754122596467,5.001951357660045,5.013473541130004
