language to,c0,c1,rmse,kfold rmse
ka,45.50572775398221,-4.810668782223918,4.931943838663668,4.953491742342365
gu,41.226472904817705,-3.1715297925769463,6.0865519858187795,6.1104858712192405
hi,47.72424780052697,-3.9144934649471073,5.1145168014998195,5.137662023842321
si,76.24877318428332,-5.7176328541390165,3.992181625686375,4.004970972391446
ta,50.35282118355186,-4.730172555317548,4.65762484652264,4.675825088957839
