train set 1,train set 2,test set,language to,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
cc_align,gov,flores,ka,0.2415991221231037,0.04286324965728574,0.008519592157980739,-8.32195758258375e-05,0.30928009826111025,0.07253392201943082,-0.002767146054795118,0.22484562636111613,0.2614108550520443
cc_align,gov,flores,gu,-1.9630995761936036,0.10118130458767878,0.019941915257419045,-0.00019671777157174845,0.30331662771745627,0.09384226731440555,-0.0035738078549200016,0.07071067815101303,0.08660301578968357
cc_align,gov,flores,hi,0.34140425253519135,0.08014671854063637,0.012031826247982196,-0.00011904444440927564,1.229133598851712,-0.047076719629062486,0.0005489417996238559,0.11388041973930492,0.18027756374708193
cc_align,gov,flores,si,5.350035983382074,1.355744171713829,-0.06799361351596536,0.0005455840648467636,0.9121687452758903,-0.034952796674224504,0.000401209372637933,0.12747548783980725,0.13281147875055438
cc_align,gov,flores,ta,-0.537572403527545,-5.198448254690726,0.26807657271779733,-0.0021552855874312406,0.8453613000757384,-0.03096035525321506,0.00035718065003771844,0.15958931668498916,0.1598610507775197
cc_align,gov,bible,ka,-0.12827514272516805,0.006200930208005025,0.0012183627039977498,-1.1872731195997965e-05,0.036888438052259664,0.010799943332779128,-0.00040159289493384956,0.04082482904888523,0.04082482904638872
cc_align,gov,bible,gu,-0.5755243416963204,0.02572695370486585,0.005083496645240887,-5.003577825713059e-05,0.05470606531965743,0.016197947304220296,-0.0005965479189146675,0.09428090415820793,0.1154700538388341
cc_align,gov,bible,hi,0.10515027485085983,1.3327098679519003,-0.06489021770431036,0.0005169194167685013,0.3971430461074364,-0.015700037792896145,0.00018019652305366078,0.10307764064043458,0.1662494778609413
cc_align,gov,bible,si,3.0165909016962003,0.5093105027941203,-0.03142988984279196,0.0002613911665438634,0.24478117913832168,-0.009808616780045291,0.00011814058956915987,0.1677050983124832,0.2124591464051739
cc_align,gov,bible,ta,0.03127161603814842,-0.013132595475991625,0.0010902054118600935,-8.747409346528636e-06,0.3524582388510963,-0.012755933484504912,0.00014085411942554805,0.12437342963832718,0.14043582955301304
cc_align,gov,gov,ka,0.949435048534842,0.14271445165262098,0.02826098185022982,-0.00027894209026899704,0.4150071090148021,0.13475007624776544,-0.0050303519041295375,0.5421151989114444,0.6639528095681005
cc_align,gov,gov,gu,-13.52837402969797,0.31846156604937126,0.06265508933409585,-0.0006206063881057964,0.41569560276657036,0.10948425914342677,-0.0041343364165287695,0.1312334645668402,0.22546248081743062
cc_align,gov,gov,hi,0.7651222314463835,0.18190252741501037,0.031999882868186405,-0.00031795971194394275,1.8491313218043377,-0.069402456081497,0.0007794406592132847,0.3288236609491467,0.43156691301360917
cc_align,gov,gov,si,0.9366216666619566,0.2200543760014331,0.03679847103909329,-0.0003664149782263945,2.7384466950713637,-0.10137981767784526,0.001141723344069711,0.2091650066335173,0.2568505836117711
cc_align,gov,gov,ta,0.7961741678531253,0.18869833680795065,0.03257091492740335,-0.0003236873170336536,2.074778928124923,-0.07596768797019317,0.0008486394674493881,0.2836701429477556,0.4048319261816167
cc_align,bible,flores,ka,-0.1256826020063664,0.007983790491646232,0.0015888819278023435,-1.540187183076698e-05,0.04341503844431998,0.014151472715407749,-0.0005422734173565573,0.02357022606260505,0.02886751345848224
cc_align,bible,flores,gu,-0.5150369255515339,0.02485391499464959,0.0049097112794690995,-4.807714358352341e-05,0.07180636176536069,0.02201110730942409,-0.0008261830490499256,0.14337208837229848,0.2198484326378748
cc_align,bible,flores,hi,-0.6383456395497198,0.023691962339551686,0.004687349713835941,-4.607406940112683e-05,0.041468843391294405,0.012021577302391825,-0.00046381956989403656,0.0623609597187281,0.09128839410707185
cc_align,bible,flores,si,0.10906384418592857,0.007636041760752401,0.0015274304774993894,-1.4756262646624744e-05,0.032165908846738915,0.010875038952429058,-0.000416539055685241,0.10274023338566605,0.1554559744403139
cc_align,bible,flores,ta,0.01669065929965328,0.009564568969085755,0.0019122479952205257,-1.836495349798015e-05,0.039642559499733915,0.013511526711268974,-0.0004949189753223042,0.13123346456689736,0.14719788287470584
cc_align,bible,bible,ka,2.56336454324494,0.09957148423285184,0.019707864732533067,-0.00019456925732224705,0.3200920038972196,0.10374033056755459,-0.003754875499054655,0.17795130474421436,0.2041241259158092
cc_align,bible,bible,gu,-6.18353917694403,0.19296588705848047,0.037931118340333234,-0.0003756800094510156,0.30832597214903,0.0838644775920914,-0.0030805976285869026,0.04714045207909714,0.05773502691898647
cc_align,bible,bible,hi,-5.323179378826555,0.20553695002871436,0.04045796684874806,-0.000400499843004749,0.33359401753223333,0.09280235279290817,-0.0033931723234149206,0.09428090447977765,0.11547005383790578
cc_align,bible,bible,si,-5.97316343878816,0.24026251393444978,0.04727629173856728,-0.00046787886418030264,0.4284924109025046,0.12226499371055993,-0.004565231306774802,0.10274023338281447,0.16832508230609033
cc_align,bible,bible,ta,-3.274788500386482,0.1759546544240683,0.03458388259728462,-0.000342370030152481,0.36053808791745046,0.10381555926500824,-0.0038264095680609284,0.0707106781186524,0.1224884387961557
cc_align,bible,gov,ka,-0.3669978526910129,0.008064042306660227,0.001605348358427921,-1.570025738190256e-05,0.006013641166670909,0.001399738906378849,-4.2739657644923496e-05,0.0408248291107203,0.06453684120346294
cc_align,bible,gov,gu,0.05753454506713231,0.01200449904871318,0.0023997588680640934,-2.329540016929831e-05,0.05523791924978431,0.018614645880413356,-0.0006906842022184498,0.023570226061027433,0.02886751345948138
cc_align,bible,gov,hi,-0.3361533832244056,0.015813549128703676,0.003135675859215475,-3.0797521979054865e-05,0.02271829504641772,0.006416870333318001,-0.00023997479320945177,0.04714045207910334,0.05774098231740754
cc_align,bible,gov,si,-0.002807706135034905,0.005062802498823189,0.0009804065855676613,-9.452043439179071e-06,0.017106115691266337,0.011139422423403392,-0.00040716502616449757,0.062360956446232234,0.06455140535689655
cc_align,bible,gov,ta,-0.004239989740126275,0.0021865361533202335,0.0004722255862998346,-4.088318392659392e-06,0.02558346391957519,0.009744037822421316,-0.0003452561919859612,0.13123346456686366,0.1755942279826091
gov,bible,flores,ka,0.6150952164639018,0.05731894330693461,0.0041940853938479,-0.00019794955998,0.06959596671434003,0.009962341826336785,-0.0004130485898262277,0.058794473579213094,0.0769800358919502
gov,bible,flores,gu,2.7576843163408444,0.16506043763997147,-0.017334469835744166,0.00046436627458685685,0.20741400963268555,0.009434838549322117,-0.0005012763794564859,0.04444444444444436,0.05091750772173151
gov,bible,flores,hi,2.0063709982623616,0.030777147723260723,-0.001284000999808214,1.6805240516848082e-05,0.34907719940768117,-0.027257217398573872,0.000632402129445371,0.06770032003863288,0.08086625904449765
gov,bible,flores,si,-0.15555477736715828,0.0005050388094938728,-0.000483547482736822,1.0002519404746918e-05,1.381120618392043,-0.15474072334028055,0.004143389434352459,0.08897565210026047,0.09001028747788446
gov,bible,flores,ta,0.9562074665624866,0.022133786848072524,-0.0011759637188208593,1.723356009070291e-05,0.16066933090032254,-0.004547753688773682,2.9232869955647505e-05,0.06770032003863284,0.0677857463439586
gov,bible,bible,ka,0.5413006086449339,12.866741181364928,-1.5945929092331677,0.04407476874774979,1.8827688062920849,-0.09771166854650945,0.001863732923797536,0.4394159985174469,0.46604621481960007
gov,bible,bible,gu,6.676659129870749,5.491181807381746,-0.6874679938099523,0.01905775290974638,5.388241530038541,-0.5579893778824703,0.014761536212283724,0.30388431847060104,0.3197221036235669
gov,bible,bible,hi,9.725108015287786,0.0710677736072782,-0.0019103803810491963,1.6200553516760327e-05,9.66363934620356,-1.0786836348040458,0.029096021748591383,0.1703754025021724,0.17253555719017555
gov,bible,bible,si,14.330139378209477,0.027692879050299487,0.00025666371620522443,-7.986893185538993e-06,8.3446673010138,-0.867242818518447,0.02282786121070929,0.2908321394435805,0.2958822337794815
gov,bible,bible,ta,9.653554478971488,0.0676185479361458,-0.00196656608096417,1.9475940915504367e-05,7.5173972179135475,-0.7995888686689642,0.021299022070587464,0.17834112132526747,0.20381205126213334
gov,bible,gov,ka,0.7332124897334418,0.06382934262387634,0.0032274696516689147,-0.0001608110568536291,0.07098743142567816,0.00701562269710733,-0.00033376729714187036,0.07027283689263061,0.0713624032148062
