train set 1,train set 2,test set,language to,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,bible,gov,gu,4.492121027346109,0.18372004516409918,-0.04259628120236985,0.0013315496492617915,0.32444716876666446,0.04280244989994339,-0.001825959685252437,0.13608276348795426,0.17612074822602802
gov,bible,gov,hi,2.9618243950862646,-0.12984920634920633,0.004092063492063489,-3.650793650793647e-05,0.5895638403953102,-0.043264350599641524,0.0010030992450517707,0.2318404623873926,0.23186542233389615
gov,bible,gov,si,2.9185057405456862,-0.08839040060468635,0.0008717309145880552,9.221466364323563e-06,-0.5876320695433216,0.14454494757584258,-0.00457583702113966,0.1471960144387975,0.14735319121934465
gov,bible,gov,ta,1.366338489711371,-0.1826608705263668,0.005663920326038127,-5.016376851414633e-05,1.6570689343444454,-0.1414725963320302,0.003445612243357136,0.14385563751359956,0.14449785336925486
bible,gov,flores,ka,2.263128411393241,0.26178308791698834,-0.002915615489386754,-0.00013420272502793964,0.4224110127867281,0.05808141596306459,-0.002354113406663248,0.37908271353848816,0.4309496404367843
bible,gov,flores,gu,3.70005011349505,2.452330060814598,-0.3021374030508395,0.008348981357540643,2.501254742545075,-0.18634302884691023,0.004274274803871295,0.11758894715842365,0.15396007180807617
bible,gov,flores,hi,5.332065016447864,0.3600545326894764,-0.04287116709216,0.0011799346826011521,1.3320425809627263,-0.04970375414655432,0.0005661879573459579,0.1006920497799539,0.10997684944298163
bible,gov,flores,si,3.591752358720209,-0.19337244572030124,0.025154063316322414,-0.0006755758329691616,0.8838982107079493,-0.03211456282245159,0.00035794910493805655,0.08079466429027164,0.10785149254637776
bible,gov,flores,ta,2.5578769008656943,-0.2098938771153864,0.03310891469215797,-0.0009647023628480095,0.6492907533383708,-0.021318468127991867,0.000233812043335852,0.09501461875826107,0.09556120785970294
bible,gov,bible,ka,0.1770748338453532,0.05411723891115411,0.015144320179123868,-0.0005535630776779949,0.08536312951749114,0.02539272749954493,-0.0009831313194318032,0.3002056908023619,0.3002699402821349
bible,gov,bible,gu,2.99061682667273,1.2838394446307602,-0.14838361799796956,0.004039462640207201,1.5455240442269143,-0.12294533739379165,0.002864736738580739,0.5406900026931739,0.6030593287495506
bible,gov,bible,hi,4.054358305663588,-0.8211001813424572,0.12084243033533694,-0.003476975945705831,0.9982335606114587,-0.04099909299048021,0.00047528344692198755,0.8767838958375077,0.9160604055774431
bible,gov,bible,si,1.1110661152278214,-0.5155849412473155,0.07628465735988213,-0.0021891057090805506,1.2257566095045882,-0.04584021139888099,0.0005068783036803116,0.7581959582529502,0.7917178348304202
bible,gov,bible,ta,1.9071416700964776,-0.26055306853619725,0.03654695680535199,-0.0010241953022062794,0.9196399596879115,-0.03548830939784735,0.0004036533131772891,0.6333333333333329,0.671958166945764
bible,gov,gov,ka,1.9571656330275944,4.71297268104122,-0.5537728314270994,0.01508851142691676,8.859475651415146,-0.9034483853064575,0.023629739089191373,1.3801950121649198,1.5059680704125606
bible,gov,gov,gu,8.845881075074248,7.370249097278797,-0.9223284102625412,0.02557050796088528,7.7159895994602365,-0.8008696406872411,0.021063251330018212,0.29016810793777587,0.3517153768758316
bible,gov,gov,hi,10.90083243674238,8.031161054921908,-1.0141476342316529,0.02817333963404519,2.161136919156441,-0.0831004021996937,0.0009443184560809967,0.1099242163189392,0.13492968024320537
bible,gov,gov,si,9.274860221745424,11.962309764209031,-1.5026962427669894,0.04169783801611762,3.1912014263017046,-0.11870536601534,0.0013323507103559652,0.25055493963953934,0.2819410236962099
bible,gov,gov,ta,11.431655444861276,7.7313861739785406,-0.9654380098689219,0.026747635047623047,2.309548240443943,-0.08484774456126792,0.0009482741184176158,0.16791201399674116,0.17759321987514753
