c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
39.286628338485585,0.05791186216338315,-105.14337039005243,55.923589053582376,1.0207344368990172,-8.375551432339256,1.1454014871774725,1.57382888367858,-5.811199114626636,2.547889654991566,4.299375194126465,4.532439990154728
