train set size,c0,c1,c2,c3,rmse,kfold rmse
1,4.8392243002043225,6.797970120371822e-09,0.00012205842771218955,0.00012149141273406643,8.46510671681845,8.463219982562675
10,10.746067541076725,4.4822694015282064e-05,3.172057794781216e-05,-5.970392755249536e-09,13.79269482517141,13.677556958009639
25,11.274727818688204,-2.561436220927895e-09,0.0003893471546758654,0.03699230296051375,15.67316231464569,15.347352286743396
50,12.454606565372927,6.067430065984539,-7.675719134440007e-10,-0.0010968146091427055,17.47105091151498,18.05236226878834
