c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
9.582879724813024,-0.0027138602885329382,0.02727438943898643,0.06424972188267317,-0.01236011315465342,9.451755314981871e-09,0.0024843293476092525,14.02736061181065,13.950747750206562
