c0,"c1,1","c1,2","c2,1","c2,2","c2,3",rmse,kfold rmse
26.37220331991529,18.543681254317217,-9.310727387536092,43.14203881881595,-437.1968366881628,475.53807960451405,4.472435844304207,4.513117669333176
