train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,15.11939410836589,2.2742204740998303e-07,0.10090770323427124,8.975135018036234e-05,14.476752099330502,14.488300239140926
bible,8.157269054141215,2.729587143332136,-1.2797501812352804e-08,0.04302329714466014,12.017265196990072,12.027563513558473
