model,mean,min,25%,50%,75%,max
linear,4.330704240610677,3.3516526399022863,4.308782313654897,4.313428729789061,4.749686784341908,4.929970735365234
poly2,4.247640850475572,3.344768345782853,4.122337331399063,4.345415084617086,4.477267486102866,4.948416004475995
poly3,5.050707552959911,4.078915180585433,4.154535519866876,4.510632325297202,5.704062179465648,6.805392559584395
exp,4.099799192134371,2.6656479605210723,3.2172551520604022,3.964503030818436,4.658094082849514,5.993495734422427
log,4.165751857698393,2.726499630062414,3.457607427386099,4.1634655119332775,4.4782594292976174,6.002927289812559
power,5.665140580730766,3.149782011713892,4.171670797867324,6.445779160062381,6.600974015721041,7.957496918289188
mult,5.1241494568662365,2.950695740510624,3.719595375100184,5.718794892486264,5.744301353637073,7.487359922597039
hmult,5.4512966450595775,3.1255069538510214,3.7507226973776207,5.896838112304687,6.262201333347892,8.221214128416664
am,13.044366726459728,10.97724138210027,11.636824639156472,12.288076531981798,13.601453150218358,16.71823792884174
gm,13.029334045068925,11.260552821858948,11.704167101779111,12.534737435723532,13.319858875457452,16.327353990525577
hm,7.252733219866462,6.720661225278325,6.920160494205803,7.059814360870464,7.282642223764188,8.280387795213533
diff,4.350154232859641,3.3499109885446217,4.304167888414118,4.328897010106924,4.817891519938856,4.949903757293685
