model,pareto,rawlsian,ka,gu,hi,si,ta
linear,True,True,4.308782313654897,4.749686784341908,3.3516526399022863,4.929970735365234,4.313428729789061
poly2,True,False,4.122337331399063,4.477267486102866,3.344768345782853,4.948416004475995,4.345415084617086
poly3,False,False,4.154535519866876,4.510632325297202,4.078915180585433,6.805392559584395,5.704062179465648
exp,True,False,4.658094082849514,5.993495734422427,3.964503030818436,2.6656479605210723,3.2172551520604022
log,True,False,4.4782594292976174,6.002927289812559,4.1634655119332775,2.726499630062414,3.457607427386099
power,False,False,6.445779160062381,7.957496918289188,6.600974015721041,3.149782011713892,4.171670797867324
mult,False,False,5.718794892486264,7.487359922597039,5.744301353637073,2.950695740510624,3.719595375100184
hmult,False,False,5.896838112304687,8.221214128416664,6.262201333347892,3.1255069538510214,3.7507226973776207
am,False,False,10.97724138210027,11.636824639156472,12.288076531981798,16.71823792884174,13.601453150218358
gm,False,False,11.260552821858948,11.704167101779111,12.534737435723532,16.327353990525577,13.319858875457452
hm,False,False,6.920160494205803,7.282642223764188,6.720661225278325,8.280387795213533,7.059814360870464
diff,True,False,4.304167888414118,4.817891519938856,3.3499109885446217,4.949903757293685,4.328897010106924
