c0,"c1,1","c1,2","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
38.51776675640027,0.3214206837287129,-0.0028062368425842577,-109.4784405265531,62.86963351326158,90.0,90.0,90.0,90.0,-6.616372984652625,90.0,4.628165767446554,4.871211505321957
