train set,c0,c1,c2,rmse,kfold rmse
gov,7.439785931404161,9.661884644720753e-09,5.345254331135077,14.758228122031664,14.804960894300542
bible,4.059818237930842,-3.662921373467304e-10,3.1007025296379895,12.30104335970598,12.181614198060828
