language to,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
ka,5.11783541860187,0.06612788154869813,-0.000538454794784993,0.8425123386819157,-0.02059876521951383,10.735578622691321,10.75039189713539
gu,9.720272722022015,-0.02625218083822568,0.0001626078902909505,0.9358919763972644,-0.023330246946632233,10.299021586910447,10.334439938169313
hi,10.592313000104879,-0.05810045041711564,0.000497386900678446,0.3974361704170512,-0.003404373312227977,11.155922871834328,11.172524831215634
si,10.740203227605626,-0.057029773200621414,0.00047678526957324515,0.5041122619915821,-0.004805739207500486,15.368583509380835,15.382388055933326
ta,8.804573845748855,-0.045729472644887234,0.00041356909468012975,0.4346214897123946,-0.004090865942522765,12.265817626052883,12.276979991081182
