train set size,c0,c1,rmse,kfold rmse
1,4.768384032802839,-2.416086981067064e-12,8.485353948052902,8.45274716999901
10,10.765111148623543,-2.985002108035841e-10,13.789175438243456,13.720719224982286
25,12.927586945540524,4.671843221335347e-09,15.345531722055034,15.289212431188103
50,17.226169303223234,-7.870779703454999e-10,17.390103670996268,17.98648191293657
