,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],0.06094719608879047,[-0.5],8.34378403699061,[0.0],14.440648905193687
kfold,[0.5],0.13893130948433988,[0.5],9.769867127896354,[0.5],23.57191830153941
