language to,c0,c1,c2,rmse,kfold rmse
ka,26.838250397638802,-49.84572590603842,0.5,9.291665734439569,9.303725014072858
gu,31.4403721991813,-52.20594415351065,0.5,8.963661002026114,8.982576684813347
hi,33.1402252881258,-61.22843182828989,0.5,9.519883677917932,9.537046969748515
si,41.60070521435549,-80.65914088563878,0.5,11.93057527792188,11.930802638677728
ta,32.01589107610503,-61.91721692781367,0.5,9.730889352634959,9.733583859742959
