,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],0.013550422574550055,[-0.5],1.713781899977741,[-0.5],3.520653610726054
kfold,[-1.0],0.017003973974930826,[-0.5],1.8275009193975644,[0.5],3.520928306704861
