c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
3.771869871697068,-7.554144462337924e-10,3.998541817870428e-06,1.2321573986424061,3.81419965086264e-05,3.1427240609489284,2.576495936956326,-2.007344450427141e-07,1.0847119671834025e-05,14.020088294365543,13.991362364122187
