c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
46.67635515628598,0.03975453796212295,-100.20763272546709,48.44984420414087,15.69071145372957,10.069677001245227,4.168794824721992,-0.46971101471401905,-35.031275163160394,21.617413760280165,4.3120722241724385,4.338560773193568
