train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.01695210435963,3.01695210435963
1,bible,-1.1930078055364947e-09,-0.5136164698686002,-1.8085924771548012,8.616992027026498,8.683604463908852
1,gov,-5.520681899211342e-09,-0.19601737429827307,-2.105547120578011,9.741300009687091,9.735007118268193
10,flores,0.0004681429563168108,-9.055322275683086e-09,-1.8591075720194898,5.221419076321496,5.169174405650342
10,bible,-4.4088241433506775e-10,-1.6704230153990918,-1.6751538554109235,13.486505754327995,13.600957054322361
10,gov,6.592883724545735e-09,-1.690405247816835,-1.8553341986304874,17.48793095842006,17.483098258851612
25,flores,-4.644301205060296e-09,-0.15458174848531175,-2.015888253224274,6.224389675933279,6.181582595392515
25,bible,5.250314078565468e-09,-2.1052655588335014,-1.5155759294273863,15.435796270262006,15.480345579790574
25,gov,-3.785460885528934e-09,-1.782133102398932,-1.9058507973949481,19.46072957080407,19.478592831962274
50,flores,-1.8249447075475859e-09,-2.1250149465027217,-1.546190455420927,0.7875198176275947,0.9991618677199945
50,bible,0.0,0.0,0.0,1.457166199626293,1.457166199626293
50,gov,-4.20495978545413e-09,0.7923527508633393,-4.579847276651978,3.7402250373823076,4.533551503988177
