c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
2.031374598880651,8.963021041664637e-10,-3.784077454474763e-09,6.541665723924335e-08,-8.061453626740493e-10,-2.804713385696893e-09,-1.689780007320478e-07,13.710853640208331,13.706935324061138
