c0,c1,c2,c3,c4,c5,rmse,kfold rmse
4.4820958389305525e-07,-2.4416192865646913e-08,-3.4313437215609213,-8.038133966474188e-08,1.5454159397869634e-05,-1.6767096580381572e-06,13.787029809704249,13.785170299548408
