,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.0],0.1909396983810122,[-1.0],1.9382198020194537,[0.0],4.192994278698801
kfold,[0.0],0.2023457148318574,[0.0],1.9775321745325922,[-0.5],4.44355969750586
