c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
5.714012132052449,12.302522561425638,-69.1906616862049,-0.7068243212724751,-8.947915460295848,0.9986644200550147,2.1161567032733264,-1.5090425666333716,1.787371932991809,5.024795615819279,4.65486430982198
