train set,train set size,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,1,5.071670764902009,0.0009110406313530205,0.003853223818204505,-8.56564521096963e-05,-9.799308830774011e-10,8.864835848085686,9.06650535382049
gov,10,13.715414161345365,-4.8553082612061286e-09,0.0032521334086085996,8.904427761524321e-05,2.7547045234983413e-08,14.261868056371688,15.003561562711967
gov,25,15.433712065361682,-1.7392633932403085e-09,5.899824716120957e-06,0.28944220328734244,0.018202566846955388,15.700009454905597,15.733057058964333
gov,50,11.315204822180664,5.469987079277811,1.5685172726359569,-8.97360237715298e-09,-0.1341022121333118,17.624686907300223,17.93525597088309
bible,1,3.7603431620976324,8.052811072392723e-05,-0.00019651152228783358,0.00012624425379501852,-2.855245924477506e-09,8.212428039051387,8.090179187565829
bible,10,7.913394434401797,-3.994102223700563e-09,4.361854590692909e-05,4.1497494986819375e-05,1.1842811870486818e-05,12.630050215988522,12.514178316586374
bible,25,9.416762392312878,-2.3739371649284016e-09,-0.00016565764223714974,0.00020943813083270963,0.00019158812036988764,14.41912659027168,14.298832576052819
