train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0001425029938346314,-8.595614520536652e-09,-0.31294856813102206,3.478328189787581,3.2613525685263576
1,bible,6.359761613135889,-9.228804387291683e-09,-5.851414238877979e-05,8.783969844291201,9.047004168383054
1,gov,3.6737406199512077,-1.5980063282279733e-08,-3.887758941998979,9.892216915936686,9.723758338089189
10,flores,1.9527166962678881,-9.336681474823857e-09,-2.819434101674886,5.811047341438753,5.7132274662281555
10,bible,7.189638208997518,-7.949734161852088e-09,-5.293206387507181,13.335553626057498,13.69795210615788
10,gov,8.764643471523524,-5.641784199603254e-09,-6.725344128534023,17.173960336374833,16.97354819267432
25,flores,9.487101381009381e-05,-8.229587483100018e-09,-6.109739803221255,6.79250612997237,6.5812887018129125
25,bible,14.58280805989486,3.4860475489273114e-07,8.412492134623701e-07,15.116821504556404,15.558176198130555
25,gov,10.055789197673608,-5.622622065775079e-08,-7.72398332485212,18.995353013733656,18.844059198945565
50,flores,7.770162977008447,-4.67474987875672,-7.3434071020384905e-09,3.641383433178995,3.3436536519897366
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,40.03642647282962,-6.020816882093651e-09,-5.7701423785718705e-05,5.8101428940216975,5.608291299133426
