train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
cc_align,25,gov,1,flores,56.53892894440782,150.33065924864243,-165.99762280352945,-34.539912125270426,-55.58206816093302,5.911426255945377e-14,0.4035933115557916
cc_align,25,gov,1,bible,19.85486180585517,30.512314065915177,-58.20211187877205,-2.6923788586321256,-9.364162665470337,3.212030821900109e-14,0.604186138462389
cc_align,25,gov,1,gov,-30.949547193209746,219.557707646671,12.275386817123858,-56.25247624633562,-74.01291986423635,2.0613700777946918e-13,0.8676079279875136
cc_align,25,gov,10,flores,141.07280117166337,109.48737545591776,-341.6420218087404,-17.93246629430206,-22.771441026397177,2.228602310703166e-14,3.591339647980746
cc_align,25,gov,10,bible,2.9716305539806513,58.54319671248186,-8.722659365730387,-10.102562333456433,-35.74461968514908,5.697545145086369e-14,0.23665260315868644
cc_align,25,gov,10,gov,-39.411616587688066,191.0186663237824,39.113976848991236,-63.03961262360343,-34.02915985862299,1.1121753006547783e-14,0.7651010101101444
cc_align,25,gov,25,flores,156.5485669394067,87.53368688120014,-366.9114949053357,-12.204300906659107,-10.786999432358371,9.127086697919487e-15,3.3941216227350424
cc_align,25,gov,25,bible,6.121152030807644,58.37607060085246,-17.077867297234246,-7.794883696133047,-35.1422554514014,6.907864401337914e-14,0.3225467936236861
cc_align,25,gov,25,gov,-38.38479806897003,185.63265519465767,32.22596120172203,-62.38834023807581,-21.36991957883729,1.0691248277114499e-13,0.8327122451901832
cc_align,25,gov,50,flores,37.32161596252665,-23.56459096888794,25.27842124492606,-14.677982702716895,-20.57759582272313,8.17313240098989e-09,0.47134275192685215
cc_align,25,gov,50,bible,7.378883843613518,-6.189109182212917,4.220536909772068,3.5987693326127803,-6.096078394785932,7.484150577352237e-12,0.670782754110174
cc_align,25,gov,50,gov,-4.413975294207507,26.535887427743216,-0.5095351285064809,-28.47652740529954,64.8486266074948,7.2537744477273106e-09,4.8576650361443106
cc_align,25,bible,1,flores,5.8321157782071795,48.52480950486962,-21.71413219289075,-9.329503057026386,-24.442038325462512,5.468359214998848e-12,0.47954243572124594
cc_align,25,bible,1,bible,-81.38866002013393,232.8653936016407,149.39331311566377,-78.17150312203047,-99.97218241062761,2.2413090470632117e-14,0.04007903221608296
cc_align,25,bible,1,gov,7.518419404784943,35.01753940302356,-23.283249127897967,-8.270532067586146,-16.4102399254016,2.147167253828281e-13,0.04772969479889388
cc_align,25,bible,10,flores,24.536082998978372,41.22168245737386,-65.49782612994429,-4.430847521850518,-16.350224600245426,2.6113701118370415e-12,0.9625322314473697
cc_align,25,bible,10,bible,-98.76231045935086,225.00844249724767,205.86270592699668,-85.63552372021829,-89.10055415648695,1.9263441276572677e-14,1.1871427261716494
cc_align,25,bible,10,gov,16.111413051979905,56.51166802041744,-56.86768298605732,-10.255187964730721,-20.525115802080908,7.03430054066921e-13,0.7747886224377852
cc_align,25,bible,25,flores,24.84097402333628,34.53819351879592,-63.11331198667948,-0.7103364140348558,-15.09141857158901,2.1663414250499473e-12,1.0283807385615082
