c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
26.255876328471693,0.34148791478017604,-0.0035313960778570637,-97.77425687118105,44.563422238855075,12.547361607075057,5.956192717817993,12.771916863487823,6.331395124957048,4.772330989610018,-0.4312712826844004,3.22445489517162,-5.38791074595848,1.8210124289309237,-20.152105491153282,19.220872159288003,10.31237487160853,4.366710871642224,4.438602822587372
