train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,5.500570063447489,-0.0005083690554703814,-1.168642587387896e-09,0.013772126258945456,9.070562907976102,9.043760315338323
1,gov,5.548761970977335,-1.3100726388468657e-09,2.229755195241138,0.011228425599611793,10.021671273814908,9.743083608895793
10,flores,4.56192898586958,2.2432440431764988e-07,5.6386949003212314e-08,-2.1797888118581354e-09,5.945145760127001,5.725375422923422
10,bible,11.438201660729097,-0.11748000443419952,-1.8305086255669435e-09,0.0708511518799954,13.521620282587072,13.628447906865716
10,gov,11.640629320038178,-1.0528896700404564e-09,5.145551809098629,-0.0068301278166660985,17.165254037097466,16.9422858520612
25,flores,5.986607989629199,-2.942708827288769e-09,0.0009606230839024704,0.0020559117435576093,6.927317550725907,6.716020217902644
25,bible,14.629735815577359,-1.0164821993643868e-06,1.826897744066546e-08,1.958167982394978e-07,15.108984840350205,15.237868608882447
25,gov,13.007544535126971,-3.350868691190498e-11,5.826757725336867,-0.2120298289953417,19.047227744151034,18.812898539758596
50,flores,8.405302633899888,-6.251069584931554e-10,3.5580981098901567,-0.19699355216196301,4.985906735769115,3.623344021648603
50,bible,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.492342528396726,-4.903807843770351e-09,0.2784094623706606,-3.0378365410052686e-05,5.939349443122375,4.455406521871502
