train set,c0,c1,c2,rmse,kfold rmse
gov,1.9139758911349172e-08,-9.080314921363179e-09,-3.6998185869561606,14.573057412211568,14.597259163337702
bible,-0.005857417000344045,-9.363830162723828e-09,-3.114363008952566,12.071754089748767,12.173240874163875
