train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,12.706771358991606,2.15615586061381e-06,2.695565125056978e-07,2.3820374422511894e-07,1.3578228628730928e-07,-4.5499322169636935e-08,1.4516213669661218e-08,14.683935209086274,14.802936405209133
bible,5.496430244199577,2.2042172977044636,7.162961957648993e-12,0.04030644772225885,-0.027141408624060528,0.008747210515782625,-0.007987932845530397,12.278464546369213,12.237125197218434
