train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2",rmse,kfold rmse
cc_align,25,gov,1,flores,30.031468191231795,5.136024272074612,-2.386569922174796,3.004505533489346,-2.9671158679128173,1.0373105697151441,-12.817452543598277,4.230017997269652,-18.991304682441317,-14.112972979361013,-13.902861431112225,1.78214324506643e-08,1.2882994554079128
cc_align,25,gov,1,bible,7.202420617982282,0.43954874000779637,-1.5489466750009722,2.0951526045309263,0.3586072165127636,0.24737445964686736,-3.3702345617008027,1.3379303659352129,-3.9401017666388314,-6.269411852772018,-5.672877599142517,9.714987603244367e-08,0.3793738559619251
cc_align,25,gov,1,gov,19.378096924753315,10.929346874647091,5.840365105863831,10.197948140730631,5.170961366399121,8.646678539033978,4.9088225274691855,-3.468306586720931,-24.030064257262065,15.479773733653769,8.090423339368801,8.126340918547702e-08,0.45809429944534535
cc_align,25,gov,10,flores,47.693220833197856,3.205062130194865,-8.516443313002709,-1.1193709687874405,-10.15730825213783,3.7373982630020355,-19.40315083417336,13.32107426161506,-17.613812270594046,-42.449813804303396,-35.8580593447602,8.011044939454958e-08,3.160231923393902
cc_align,25,gov,10,bible,8.629027601536777,2.940715459689012,0.5778652578019259,5.028637632257722,3.0729843222492006,-2.9052951611338362,-7.534059505732083,0.2577501289860189,-7.27639950888951,3.1440955853946178,0.7453839126772126,2.671586480545958e-08,0.12671364537059887
cc_align,25,gov,10,gov,17.70731018296706,11.502194099021128,6.777511505557489,3.026458493483779,-1.942492786807882,19.08311411972905,20.025039008863413,-2.5276867161017647,-20.73917124453921,16.71698383171713,9.157091508141754,7.402311748514703e-08,0.29215412171696636
cc_align,25,gov,25,flores,49.995026506959945,2.552413618098342,-9.710889096973373,-2.711341087638821,-12.094965693246722,4.388148136627304,-20.009749926331214,15.332048829529867,-15.864601967829675,-47.556232083759966,-39.70877968318207,6.073016809156429e-08,3.4970578976663047
cc_align,25,gov,25,bible,9.212165745402242,2.8764708046164222,0.375016113576094,5.914868127169866,3.800020801735717,-2.896154473890484,-7.8894079736312195,0.5038609824356157,-7.3336159906806735,1.8860429731997301,-0.20523129834102855,1.3920499334448407e-08,0.07527555828320827
cc_align,25,gov,25,gov,17.44661746932291,11.3890799867429,6.720273872247978,2.242949296346521,-2.8527158573185574,22.398283389645375,24.54482974333907,-2.263532563320072,-20.002569717287333,15.025229071242485,8.004048885853237,2.9484544377040824e-08,0.17085679866945
cc_align,25,gov,50,flores,18.703996060485743,4.730502876934461,-0.06723610970135645,-12.320330933079168,-14.726478046626154,-5.331212652563262,-15.433357054261872,9.969683230725426,2.1088112963779775,6.881598379396952,2.1526290540576625,3.56091858712389e-08,3.0383626016487577
