test set,language to,c0,c1,rmse,kfold rmse
flores,ka,3.1225431256983884,2.0332132180719524,4.829786363824693,5.224833674984535
flores,gu,6.270888420051936,1.3840376098343459,6.253945813052151,6.755352958707143
flores,hi,5.352320972983873,1.2722797668464434,5.28032875844709,5.3804981465656025
flores,si,3.3881596922128527,1.3042521433986685,3.419384392537281,3.5016835245877522
flores,ta,2.5953448678104634,1.4818474008627431,2.5252466546852625,2.5905721263438646
bible,ka,7.959929059035778,1.332004738473139,10.743067360959405,11.573258277332572
bible,gu,10.422311786635733,0.9955795860398738,10.080765330164128,10.838821634355552
bible,hi,14.098877267638152,-0.2746176685213346,12.226419704389421,12.945044028399751
bible,si,15.968375876718392,-0.38711884291213194,15.676119099759925,16.510259397137737
bible,ta,12.499405769487979,-0.3159231602244911,12.452384888830899,13.18796612566859
gov,ka,8.948231852364895,1.4593485213708506,13.654892413185378,14.696781116535133
gov,gu,13.340225719060909,0.912497286086966,15.078211888793167,16.178147128506332
gov,hi,11.3844663010022,1.1566639722320227,13.28318559638203,13.552453698145628
gov,si,13.281573578580545,1.3094012318814428,17.63264758961195,17.971463879040574
gov,ta,11.28232957304174,1.2726584854969023,14.644564525823425,14.944981443090745
